Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Ford,F-450 Super Duty,F-450 Super Duty IV (facelift 2020) Crew Cab Long box,15.099
Ford,F-450 Super Duty,F-450 Super Duty IV (facelift 2020) Crew Cab Long box,15.288
Ford,Festiva,Festiva I,not known
Ford,F-Series F-100/F-150,F-Series F-1 I Pickup,not known
Ford,F-Series F-100/F-150,F-Series F-1 I Pickup,not known
Ford,F-Series F-100/F-150,F-Series F-1 I Pickup,not known
Ford,Fiesta,Fiesta VII (Mk7) 5 door,9.9 sec ,15.943
Ford,Fiesta,Fiesta VII (Mk7) 5 door,15.225
Ford,Fiesta,Fiesta VII (Mk7) 5 door,11.9 sec ,17.062
Ford,Fiesta,Fiesta VII (Mk7) 5 door,13.9 sec ,17.162
Ford,Fiesta,Fiesta VII (Mk7) 5 door,12.2 sec ,16.441
Ford,Fiesta,Fiesta VII (Mk7) 5 door,13.3 sec ,18.052
Ford,Fiesta,Fiesta VII (Mk7) 5 door,16.9 sec ,19.607
Ford,Ranger,Ranger III Double Cab (facelift 2015),16.0
Ford,Ranger,Ranger III Double Cab (facelift 2015),10.6 sec ,16.758
Ford,Ranger,Ranger III Double Cab (facelift 2015),10.9 sec ,16.758
Ford,Ranger,Ranger III Double Cab (facelift 2015),16.0
Ford,Ranger,Ranger III Double Cab (facelift 2015),17.26
Ford,Ranger,Ranger III Double Cab (facelift 2015),12.8 sec ,17.917
Ford,Ranger,Ranger III Double Cab (facelift 2015),11.8 sec ,17.871
Ford,Ranger,Ranger III Double Cab (facelift 2015),17.26
Ford,Ranger,Ranger III Double Cab (facelift 2015),14.9 sec ,18.902
Ford,Ranger,Ranger III Double Cab (facelift 2015),18.487
Ford,C-MAX,Grand C-MAX,9.8 sec ,16.333
Ford,C-MAX,Grand C-MAX,9.2 sec ,16.168
Ford,C-MAX,Grand C-MAX,10.5 sec ,17.211
Ford,C-MAX,Grand C-MAX,10.1 sec ,17.012
Ford,C-MAX,Grand C-MAX,9.4 sec ,16.333
Ford,C-MAX,Grand C-MAX,11.5 sec ,17.26
Ford,C-MAX,Grand C-MAX,12.3 sec ,17.871
Ford,C-MAX,Grand C-MAX,12.3 sec ,17.871
Ford,C-MAX,Grand C-MAX,12.6 sec ,18.315
Ford,C-MAX,Grand C-MAX,14.3 sec ,19.023
Ford,C-MAX,Grand C-MAX,14.3 sec ,19.023
Ford,C-MAX,Grand C-MAX,12.2 sec ,17.308
Ford,C-MAX,Grand C-MAX,13.6 sec ,18.655
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,F-Series F-100/F-150,F-Series F-100 V,not known
Ford,Mondeo,Mondeo I Sedan (facelift 1996),15.099
Ford,Mondeo,Mondeo I Sedan (facelift 1996),7.7 sec ,14.221
Ford,Mondeo,Mondeo I Sedan (facelift 1996),11.7 sec ,16.112
Ford,Mondeo,Mondeo I Sedan (facelift 1996),9.9 sec ,16.112
Ford,Mondeo,Mondeo I Sedan (facelift 1996),13.2 sec ,18.738
Ford,Mondeo,Mondeo I Sedan (facelift 1996),11 sec ,16.706
Ford,Mondeo,Mondeo I Sedan (facelift 1996),12.7 sec ,17.871
Ford,Scorpio,Scorpio II Turnier,14.905
Ford,Scorpio,Scorpio II Turnier,9.2 sec ,15.162
Ford,Scorpio,Scorpio II Turnier,11.3 sec ,17.547
Ford,Scorpio,Scorpio II Turnier,18.228
Ford,Scorpio,Scorpio II Turnier,9.8 sec ,16.706
Ford,Scorpio,Scorpio II Turnier,16.86
Ford,Scorpio,Scorpio II Turnier,17.78
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,F-Series F-100/F-150,F-Series F-100 II,not known
Ford,Territory,"Territoty II (CX756, China)",not known
Ford,Puma,Puma,6.7 sec ,14.363
Ford,Puma,Puma,10.3 sec ,16.653
Ford,Puma,Puma,9.0 sec ,15.35
Ford,Puma,Puma,9 sec ,15.035
Ford,Puma,Puma,9.8 sec ,16.441
Ford,Puma,Puma,9.8 sec ,16.112
Ford,Puma,Puma,10.2 sec ,16.653
Ford,Puma,Puma,10 sec ,16.112
Ford,Puma,Puma,11.9 sec ,18.052
Ford,Tourneo Connect,Tourneo Connect I,16.3 sec ,19.569
Ford,Tourneo Connect,Tourneo Connect I,16.3 sec ,19.339
Ford,Tourneo Connect,Tourneo Connect I,17.547
Ford,Escape,Escape III (facelift 2017),16.112
Ford,Escape,Escape III (facelift 2017),14.292
Ford,Escape,Escape III (facelift 2017),14.502
Ford,Escape,Escape III (facelift 2017),15.711
Ford,Escape,Escape III (facelift 2017),15.943
Ford,F-250 Super Duty,F-250 Super Duty V Super Cab Short box,14.075
Ford,F-250 Super Duty,F-250 Super Duty V Super Cab Short box,14.433
Ford,F-250 Super Duty,F-250 Super Duty V Super Cab Short box,14.292
Ford,F-250 Super Duty,F-250 Super Duty V Super Cab Short box,14.639
Ford,F-250 Super Duty,F-250 Super Duty V Super Cab Short box,13.927
Ford,F-250 Super Duty,F-250 Super Duty V Super Cab Short box,14.221
Ford,F-250 Super Duty,F-250 Super Duty V Super Cab Short box,14.221
Ford,F-250 Super Duty,F-250 Super Duty V Super Cab Short box,14.433
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.502
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.773
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.707
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,15.035
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.639
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.97
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.84
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,15.35
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.148
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.433
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.502
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.433
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.707
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,14.707
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Long box,15.035
Ford,Tourneo Courier,Tourneo Courier I (facelift 2017),17.734
Ford,Tourneo Courier,Tourneo Courier I (facelift 2017),17.734
Ford,Tourneo Courier,Tourneo Courier I (facelift 2017),19.531
Ford,Tourneo Courier,Tourneo Courier I (facelift 2017),19.531
Ford,Tourneo Courier,Tourneo Courier I (facelift 2017),17.641
Ford,Tourneo Courier,Tourneo Courier I (facelift 2017),12.3 sec ,17.641
Ford,Taurus,Taurus II Station Wagon,16.653
Ford,Taurus,Taurus II Station Wagon,16.601
Ford,Edge,Edge I (facelift 2011),not known
Ford,Edge,Edge I (facelift 2011),8 sec ,not known
Ford,Edge,Edge I (facelift 2011),7.7 sec ,14.292
Ford,Edge,Edge I (facelift 2011),8 sec ,14.292
Ford,Edge,Edge I (facelift 2011),15.162
Ford,Edge,Edge I (facelift 2011),7.2 sec ,14.84
Ford,KA,KA II,13.1 sec ,17.871
Ford,KA,KA II,13.1 sec ,17.594
Ford,F-250 Super Duty,F-250 Super Duty V Regular Cab Long box,13.852
Ford,F-250 Super Duty,F-250 Super Duty V Regular Cab Long box,14.221
Ford,F-250 Super Duty,F-250 Super Duty V Regular Cab Long box,14.075
Ford,F-250 Super Duty,F-250 Super Duty V Regular Cab Long box,14.433
Ford,F-250 Super Duty,F-250 Super Duty V Regular Cab Long box,13.776
Ford,F-250 Super Duty,F-250 Super Duty V Regular Cab Long box,14.075
Ford,F-250 Super Duty,F-250 Super Duty V Regular Cab Long box,14.002
Ford,F-250 Super Duty,F-250 Super Duty V Regular Cab Long box,14.292
Ford,Scorpio,"Scorpio II (GFR,GGR)",9 sec ,15.035
Ford,Scorpio,"Scorpio II (GFR,GGR)",14.707
Ford,Scorpio,"Scorpio II (GFR,GGR)",11.1 sec ,17.547
Ford,Scorpio,"Scorpio II (GFR,GGR)",18.007
Ford,Scorpio,"Scorpio II (GFR,GGR)",9.8 sec ,16.495
Ford,Scorpio,"Scorpio II (GFR,GGR)",16.653
Ford,Scorpio,"Scorpio II (GFR,GGR)",17.594
Ford,Bronco,Bronco II,18.052
Ford,Bronco,Bronco II,18.052
Ford,Bronco,Bronco II,17.917
Ford,Bronco,Bronco II,17.917
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,Escort,Escort II (ATH),not known
Ford,F-250 Super Duty,F-250 Super Duty III Crew Cab Long box,14.707
Ford,F-250 Super Duty,F-250 Super Duty III Crew Cab Long box,14.97
Ford,F-250 Super Duty,F-250 Super Duty III Crew Cab Long box,14.905
Ford,F-250 Super Duty,F-250 Super Duty III Crew Cab Long box,15.162
Ford,Falcon,"Falcon (FG, facelift 2011)",14.148
Ford,Falcon,"Falcon (FG, facelift 2011)",not known
Ford,Falcon,"Falcon (FG, facelift 2011)",not known
Ford,Falcon,"Falcon (FG, facelift 2011)",14.148
Ford,Falcon,"Falcon (FG, facelift 2011)",not known
Ford,Falcon,"Falcon (FG, facelift 2011)",14.363
Ford,Taurus,Taurus III,14.221
Ford,Taurus,Taurus III,14.571
Ford,Taurus,Taurus III,10.1 sec ,14.905
Ford,Taurus,Taurus III,10.6 sec ,16.601
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),13.463
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab (facelift 2018),not known
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,13.927
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,13.927
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.221
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.502
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.502
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.773
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,13.776
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.075
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.002
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.002
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty V Regular Cab Long box,14.571
Ford,Cougar,Cougar (BCV),9.8 sec ,15.288
Ford,Cougar,Cougar (BCV),8.1 sec ,15.288
Ford,Cougar,Cougar (BCV),7.8 sec ,14.363
Ford,Cougar,Cougar (BCV),9.6 sec ,16.333
Ford,S-MAX,S-MAX II,8.8 sec ,15.411
Ford,S-MAX,S-MAX II,8.8 sec ,15.411
Ford,S-MAX,S-MAX II,9.7 sec ,16.112
Ford,S-MAX,S-MAX II,9.7 sec ,16.112
Ford,S-MAX,S-MAX II,9.5 sec ,16.112
Ford,S-MAX,S-MAX II,9.5 sec ,16.112
Ford,S-MAX,S-MAX II,10.5 sec ,16.387
Ford,S-MAX,S-MAX II,10.5 sec ,16.387
Ford,S-MAX,S-MAX II,10.8 sec ,17.112
Ford,S-MAX,S-MAX II,10.8 sec ,17.112
Ford,S-MAX,S-MAX II,10.8 sec ,17.162
Ford,S-MAX,S-MAX II,10.8 sec ,17.162
Ford,S-MAX,S-MAX II,12.1 sec ,17.308
Ford,S-MAX,S-MAX II,12.1 sec ,17.308
Ford,S-MAX,S-MAX II,13.4 sec ,18.444
Ford,S-MAX,S-MAX II,13.4 sec ,18.444
Ford,S-MAX,S-MAX II,8.4 sec ,14.571
Ford,S-MAX,S-MAX II,8.4 sec ,14.571
Ford,S-MAX,S-MAX II,8.4 sec ,14.571
Ford,S-MAX,S-MAX II,8.4 sec ,14.571
Ford,S-MAX,S-MAX II,9.5 sec ,15.828
Ford,S-MAX,S-MAX II,9.5 sec ,15.828
Ford,S-MAX,S-MAX II,9.9 sec ,16.056
Ford,S-MAX,S-MAX II,9.9 sec ,16.056
Ford,S-MAX,S-MAX II,9.7 sec ,15.828
Ford,S-MAX,S-MAX II,10.6 sec ,17.112
Ford,S-MAX,S-MAX II,10.6 sec ,17.112
Ford,S-MAX,S-MAX II,11 sec ,17.308
Ford,S-MAX,S-MAX II,11 sec ,17.308
Ford,S-MAX,S-MAX II,10.8 sec ,17.162
Ford,S-MAX,S-MAX II,10.8 sec ,17.162
Ford,S-MAX,S-MAX II,12.5 sec ,18.444
Ford,S-MAX,S-MAX II,12.5 sec ,18.444
Ford,S-MAX,S-MAX II,8.6 sec ,14.773
Ford,S-MAX,S-MAX II,8.6 sec ,14.773
Ford,S-MAX,S-MAX II,9.9 sec ,16.333
Ford,S-MAX,S-MAX II,9.9 sec ,16.333
Ford,S-MAX,S-MAX II,9.9 sec ,16.495
Ford,S-MAX,S-MAX II,9.9 sec ,16.495
Ford,EcoSport,EcoSport I,15.411
Ford,EcoSport,EcoSport I,15.532
Ford,EcoSport,EcoSport I,15.828
Ford,F-450 Super Duty,F-450 Super Duty IV Crew Cab Long box,15.592
Ford,F-450 Super Duty,F-450 Super Duty IV Crew Cab Long box,15.592
Ford,Taunus,Taunus 80 Turnier (GBNS),not known
Ford,Taunus,Taunus 80 Turnier (GBNS),not known
Ford,Taunus,Taunus 80 Turnier (GBNS),not known
Ford,C-MAX,C-MAX II,11.8 sec ,17.734
Ford,C-MAX,C-MAX II,9.3 sec ,15.769
Ford,C-MAX,C-MAX II,8.6 sec ,15.592
Ford,C-MAX,C-MAX II,10.1 sec ,16.601
Ford,C-MAX,C-MAX II,9.6 sec ,16.387
Ford,C-MAX,C-MAX II,11.7 sec ,17.211
Ford,C-MAX,C-MAX II,15.9 sec ,18.821
Ford,C-MAX,C-MAX II,8.5 sec ,14.639
Ford,C-MAX,C-MAX II,9.4 sec ,15.592
Ford,C-MAX,C-MAX II,11.5 sec ,16.86
Ford,C-MAX,C-MAX II,11.3 sec ,17.062
Ford,C-MAX,C-MAX II,11.3 sec ,17.062
Ford,C-MAX,C-MAX II,12.6 sec ,17.871
Ford,C-MAX,C-MAX II,13.3 sec ,18.184
Ford,C-MAX,C-MAX II,13.3 sec ,18.184
Ford,C-MAX,C-MAX II,11.4 sec ,16.601
Ford,C-MAX,C-MAX II,12.6 sec ,17.917
Ford,Escort,Escort VI Cabrio (ALL),10.6 sec ,15.943
Ford,Escort,Escort VI Cabrio (ALL),11.1 sec ,17.062
Ford,Escort,Escort VI Cabrio (ALL),12.8 sec ,17.871
Ford,Escort,Escort VI Cabrio (ALL),14.9 sec ,18.738
Ford,Econoline,Econoline (E),not known
Ford,Econoline,Econoline (E),not known
Ford,Econoline,Econoline (E),not known
Ford,Econoline,Econoline (E),not known
Ford,Econoline,Econoline (E),17.211
Ford,Econoline,Econoline (E),17.357
Ford,Econoline,Econoline (E),17.5
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",9.7 sec ,15.35
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",8 sec ,14.363
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",not known
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",not known
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",not known
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",not known
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",not known
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",not known
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",not known
Ford,Escort,"Escort III (GAA,AWA,ABFT,AVA)",not known
Ford,Escape,Escape II,14.292
Ford,Escape,Escape II,14.292
Ford,Escape,Escape II,15.943
Ford,Escape,Escape II,15.943
Ford,Escape,Escape II,15.828
Ford,Escape,Escape II,15.828
Ford,Escape,Escape II,16.911
Ford,Escape,Escape II,16.911
Ford,Mondeo,Mondeo IV Wagon (facelift 2019),9.4 sec ,15.652
Ford,Mondeo,Mondeo IV Wagon (facelift 2019),9.2 sec ,15.885
Ford,Mondeo,Mondeo IV Wagon (facelift 2019),9 sec ,15.652
Ford,Mondeo,Mondeo IV Wagon (facelift 2019),10.4 sec ,16.962
Ford,Mondeo,Mondeo IV Wagon (facelift 2019),9.8 sec ,16.86
Ford,Mondeo,Mondeo IV Wagon (facelift 2019),11.5 sec ,18.14
Ford,Mondeo,Mondeo IV Wagon (facelift 2019),11.2 sec ,16.0
Ford,Mondeo,Mondeo IV Wagon (facelift 2019),10.4 sec ,15.943
Ford,Windstar,Windstar II,15.472
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Short box,14.571
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Short box,14.84
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Short box,14.773
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Short box,15.099
Ford,Expedition,Expedition IV (U553),14.221
Ford,Expedition,Expedition IV (U553),14.433
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Crew Cab Short box,14.292
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Crew Cab Short box,14.571
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Crew Cab Short box,14.292
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Crew Cab Short box,14.571
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Crew Cab Short box,14.773
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Crew Cab Short box,15.099
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Super Cab Short box,14.148
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Super Cab Short box,14.502
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Super Cab Short box,14.148
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Super Cab Short box,14.433
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Super Cab Short box,14.707
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Super Cab Short box,14.97
Ford,Contour,Contour,14.773
Ford,Contour,Contour,15.472
Ford,Contour,Contour,7.1 sec ,14.571
Ford,Contour,Contour,16.333
Ford,Contour,Contour,16.387
Ford,Shelby,Shelby I Cabrio,13.218
Ford,Shelby,Shelby I Cabrio,13.218
Ford,Shelby,Shelby I Cabrio,12.423
Ford,Shelby,Shelby I Cabrio,12.328
Ford,Shelby,Shelby I Cabrio,13.542
Ford,Shelby,Shelby I Cabrio,13.542
Ford,Shelby,Shelby I Cabrio,12.232
Ford,Shelby,Shelby I Cabrio,12.516
Ford,Shelby,Shelby I Cabrio,12.516
Ford,Shelby,Shelby I Cabrio,12.608
Ford,Shelby,Shelby I Cabrio,12.516
Ford,Shelby,Shelby I Cabrio,13.776
Ford,Shelby,Shelby I Cabrio,13.699
Ford,F-Series F-100/F-150,F-Series F-150 Lightning XIV SuperCrew,not known
Ford,F-Series F-100/F-150,F-Series F-150 Lightning XIV SuperCrew,not known
Ford,Focus,Focus I Sedan,11.8 sec ,15.828
Ford,Focus,Focus I Sedan,9.3 sec ,15.828
Ford,Focus,Focus I Sedan,11.3 sec ,16.056
Ford,Focus,Focus I Sedan,9.3 sec ,16.056
Ford,Focus,Focus I Sedan,14.9 sec ,18.007
Ford,Focus,Focus I Sedan,10.8 sec ,17.012
Ford,Focus,Focus I Sedan,10.3 sec ,16.333
Ford,Focus,Focus I Sedan,12.9 sec ,not known
Ford,Focus,Focus I Sedan,12.4 sec ,16.809
Ford,Focus,Focus I Sedan,11 sec ,16.809
Ford,Focus,Focus I Sedan,14.4 sec ,18.487
Ford,Mustang,Mustang IV,14.363
Ford,Mustang,Mustang IV,13.218
Ford,Mustang,Mustang IV,5.5 sec ,12.788
Ford,Mustang,Mustang IV,13.049
Ford,Mustang,Mustang IV,5.5 sec ,13.621
Ford,Mustang,Mustang IV,14.433
Ford,Mustang,Mustang IV,4.9 sec ,12.328
Ford,Mustang,Mustang IV,7.1 sec ,14.707
Ford,Mustang,Mustang IV,15.828
Ford,Mustang,Mustang IV,16.056
Ford,GT,GT II,9.708
Ford,Fiesta,Fiesta VI (Mk6) 3 door,10.6 sec ,16.495
Ford,Fiesta,Fiesta VI (Mk6) 3 door,14.3 sec ,17.826
Ford,Fiesta,Fiesta VI (Mk6) 3 door,13.2 sec ,17.734
Ford,Fiesta,Fiesta VI (Mk6) 3 door,16 sec ,19.023
Ford,Fiesta,Fiesta VI (Mk6) 3 door,14.9 sec ,18.943
Ford,Fiesta,Fiesta VI (Mk6) 3 door,15.8 sec ,18.655
Ford,Fiesta,Fiesta VI (Mk6) 3 door,18.9 sec ,19.645
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCrew,15.162
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCrew,15.411
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCrew,15.885
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCrew,16.224
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCrew,16.441
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCrew,16.758
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Granada,Granada (GU),not known
Ford,Focus,Focus  Sedan (USA),7.9 sec ,15.411
Ford,Focus,Focus  Sedan (USA),9.6 sec ,16.056
Ford,Focus,Focus  Sedan (USA),9.6 sec ,16.056
Ford,Focus,Focus  Sedan (USA),11 sec ,16.706
Ford,Ranger,Ranger IV Double Cab,7.9 sec ,15.411
Ford,Fiesta,Fiesta IV (Mk4) 3 door,17.6 sec ,19.942
Ford,Fiesta,Fiesta IV (Mk4) 3 door,10.8 sec ,18.655
Ford,Fiesta,Fiesta IV (Mk4) 3 door,15.9 sec ,19.531
Ford,Fiesta,Fiesta IV (Mk4) 3 door,19.5 sec ,20.613
Ford,Fiesta,Fiesta IV (Mk4) 3 door,15.6 sec ,18.052
Ford,Fiesta,Fiesta IV (Mk4) 3 door,12.7 sec ,18.052
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew,13.301
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew,13.542
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew,13.463
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew,13.699
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew,14.639
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew,14.905
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew,14.075
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew,14.292
Ford,Shelby,Shelby I,12.232
Ford,Shelby,Shelby I,12.134
Ford,Shelby,Shelby I,13.049
Ford,Shelby,Shelby I,13.049
Ford,Shelby,Shelby I,11.287
Ford,Shelby,Shelby I,5.9 sec ,12.232
Ford,Shelby,Shelby I,5.9 sec ,12.134
Ford,Shelby,Shelby I,12.232
Ford,Shelby,Shelby I,5.9 sec ,12.134
Ford,Shelby,Shelby I,13.463
Ford,Shelby,Shelby I,13.463
Ford,Shelby,Shelby I,12.423
Ford,Shelby,Shelby I,12.034
Ford,Shelby,Shelby I,12.328
Ford,Shelby,Shelby I,12.328
Ford,Shelby,Shelby I,12.328
Ford,Shelby,Shelby I,12.328
Ford,Shelby,Shelby I,13.542
Ford,Shelby,Shelby I,13.463
Ford,F-250 Super Duty,F-250 Super Duty IV Crew Cab Short box,14.433
Ford,F-250 Super Duty,F-250 Super Duty IV Crew Cab Short box,14.707
Ford,F-250 Super Duty,F-250 Super Duty IV Crew Cab Short box,14.571
Ford,F-250 Super Duty,F-250 Super Duty IV Crew Cab Short box,14.905
Ford,Maverick,"Maverick (UDS,UNS)",16.7 sec ,18.697
Ford,Maverick,"Maverick (UDS,UNS)",15.7 sec ,18.272
Ford,Maverick,"Maverick (UDS,UNS)",19.9 sec ,20.051
Ford,Maverick,"Maverick (UDS,UNS)",19 sec ,19.607
Ford,Maverick,"Maverick (UDS,UNS)",14.3 sec ,18.655
Ford,Maverick,"Maverick (UDS,UNS)",13.7 sec ,18.315
Ford,Maverick,"Maverick (UDS,UNS)",14 sec ,18.315
Ford,Maverick,"Maverick (UDS,UNS)",13.2 sec ,17.871
Ford,Maverick,Maverick (2021) SuperCrew,15.592
Ford,Maverick,Maverick (2021) SuperCrew,14.363
Ford,Maverick,Maverick (2021) SuperCrew,14.148
Ford,Fusion,Fusion I,12.9 sec ,17.5
Ford,Fusion,Fusion I,13.1 sec ,16.758
Ford,Fusion,Fusion I,10.9 sec ,16.758
Ford,Fusion,Fusion I,16.6 sec ,19.222
