Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Ford,Fiesta,Fiesta VI (Mk6) 5 door,14.5 sec ,18.613
Ford,Mustang,Mustang Convertible I (facelift 1970),not known
Ford,Mustang,Mustang Convertible I (facelift 1970),not known
Ford,Mustang,Mustang Convertible I (facelift 1970),not known
Ford,Mustang,Mustang Convertible I (facelift 1970),not known
Ford,Mustang,Mustang Convertible I (facelift 1970),not known
Ford,Mustang,Mustang Convertible I (facelift 1970),16.333
Ford,Tourneo Connect,Tourneo Connect III,11.4 sec ,17.78
Ford,Tourneo Connect,Tourneo Connect III,18.007
Ford,Tourneo Connect,Tourneo Connect III,11.2 sec ,17.641
Ford,Tourneo Connect,Tourneo Connect III,18.228
Ford,Tourneo Connect,Tourneo Connect III,13.5 sec ,18.697
Ford,Tourneo Connect,Tourneo Connect III,20.748
Ford,Tourneo Connect,Tourneo Connect III,11.9 sec ,17.871
Ford,Tourneo Connect,Tourneo Connect III,11.9 sec ,17.78
Ford,Capri,Capri II (GECP),not known
Ford,Capri,Capri II (GECP),not known
Ford,Capri,Capri II (GECP),not known
Ford,Capri,Capri II (GECP),not known
Ford,Capri,Capri II (GECP),not known
Ford,Capri,Capri II (GECP),not known
Ford,Capri,Capri II (GECP),not known
Ford,KA,SportKa,9.7 sec ,16.758
Ford,Streetka,Streetka (RL2),12.1 sec ,17.357
Ford,Mustang,Mustang V (facelift 2009),11.726
Ford,Mustang,Mustang V (facelift 2009),12.034
Ford,Mustang,Mustang V (facelift 2009),12.034
Ford,Mustang,Mustang V (facelift 2009),13.134
Ford,Mustang,Mustang V (facelift 2009),13.049
Ford,Mustang,Mustang V (facelift 2009),14.84
Ford,Mustang,Mustang V (facelift 2009),14.707
Ford,Mustang,Mustang V (facelift 2009),13.134
Ford,Mustang,Mustang V (facelift 2009),13.049
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Long box,14.148
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Long box,14.433
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Long box,14.221
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Long box,14.571
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Long box,14.905
Ford,Bronco,Bronco IV,not known
Ford,Bronco,Bronco IV,not known
Ford,Bronco,Bronco IV,not known
Ford,Bronco,Bronco IV,not known
Ford,Bronco,Bronco IV,not known
Ford,Fiesta,Fiesta IV (Mk4) 5 door,17.6 sec ,20.158
Ford,Fiesta,Fiesta IV (Mk4) 5 door,15.9 sec ,19.569
Ford,Fiesta,Fiesta IV (Mk4) 5 door,19.5 sec ,20.816
Ford,Fiesta,Fiesta IV (Mk4) 5 door,12.7 sec ,18.228
Ford,Ranger,Ranger III Regular Cab (facelift 2019),10.9 sec ,17.308
Ford,Ranger,Ranger III Regular Cab (facelift 2019),11.1 sec ,18.902
Ford,Focus,Focus IV Active Hatchback,9.3 sec ,16.112
Ford,Focus,Focus IV Active Hatchback,8.5 sec ,16.056
Ford,Focus,Focus IV Active Hatchback,8.7 sec ,14.707
Ford,Focus,Focus IV Active Hatchback,9.9 sec ,15.828
Ford,Focus,Focus IV Active Hatchback,9.3 sec ,15.532
Ford,Focus,Focus IV Active Hatchback,10.7 sec ,16.86
Ford,Focus,Focus IV Active Hatchback,11.1 sec ,16.706
Ford,Focus,Focus IV Active Hatchback,9.5 sec ,15.288
Ford,Focus,Focus IV Active Hatchback,10.3 sec ,16.441
Ford,Focus,Focus IV Active Hatchback,12 sec ,16.548
Ford,Focus,Focus IV Active Hatchback,10.6 sec ,16.333
Ford,Fiesta,Fiesta VII Sedan (Mk7),12.8 sec ,17.917
Ford,Fiesta,Fiesta VII Sedan (Mk7),10.7 sec ,16.0
Ford,Fiesta,Fiesta VII Sedan (Mk7),11.9 sec ,16.706
Ford,Fiesta,Fiesta VII Sedan (Mk7),11.4 sec ,16.706
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,13.927
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.221
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.002
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.221
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.433
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.639
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,14.773
Ford,F-350 Super Duty,F-350 Super Duty IV (facelift 2020) Regular Cab Long box,15.099
Ford,F-Series F-100/F-150,F-Series F-150 XI Regular Cab,14.707
Ford,F-Series F-100/F-150,F-Series F-150 XI Regular Cab,14.97
Ford,F-Series F-100/F-150,F-Series F-150 XI Regular Cab,15.411
Ford,F-Series F-100/F-150,F-Series F-150 XI Regular Cab,15.769
Ford,F-Series F-100/F-150,F-Series F-150 XI Regular Cab,15.885
Ford,F-Series F-100/F-150,F-Series F-150 XI Regular Cab,16.224
Ford,F-Series F-100/F-150,F-Series F-150 XI Regular Cab,16.548
Ford,F-Series F-100/F-150,F-Series F-150 XI Regular Cab,16.548
Ford,Explorer,Explorer I,18.571
Ford,Mondeo,Mondeo I Hatchback (facelift 1996),7.7 sec ,14.221
Ford,Mondeo,Mondeo I Hatchback (facelift 1996),9.9 sec ,16.441
Ford,Mondeo,Mondeo I Hatchback (facelift 1996),11 sec ,17.012
Ford,Mondeo,Mondeo I Hatchback (facelift 1996),13.2 sec ,18.779
Ford,Mondeo,Mondeo I Hatchback (facelift 1996),12.7 sec ,17.871
Ford,Fusion,Fusion II (facelift 2016),5.6 sec ,13.382
Ford,Fusion,Fusion II (facelift 2016),9.5 sec ,15.769
Ford,Fusion,Fusion II (facelift 2016),7 sec ,14.571
Ford,Fusion,Fusion II (facelift 2016),7.2 sec ,14.148
Ford,Fusion,Fusion II (facelift 2016),15.711
Ford,Fusion,Fusion II (facelift 2016),16.112
Ford,Fusion,Fusion II (facelift 2016),8.9 sec ,15.592
Ford,Fusion,Fusion II (facelift 2016),8.9 sec ,15.592
Ford,Shelby,Shelby II,11.172
Ford,Shelby,Shelby II,4.5 sec ,11.51
Ford,Shelby,Shelby II,not known
Ford,Shelby,Shelby II,12.964
Ford,Shelby,Shelby II,12.699
Ford,Mustang Mach-E,Mustang Mach-E,6.3 sec ,14.97
Ford,Mustang Mach-E,Mustang Mach-E,6.9 sec ,14.707
Ford,Mustang Mach-E,Mustang Mach-E,4.4 sec ,12.699
Ford,Mustang Mach-E,Mustang Mach-E,5.8 sec ,13.927
Ford,Mustang Mach-E,Mustang Mach-E,7 sec ,14.571
Ford,F-250 Super Duty,F-250 Super Duty IV Crew Cab Long box,14.639
Ford,F-250 Super Duty,F-250 Super Duty IV Crew Cab Long box,14.905
Ford,F-250 Super Duty,F-250 Super Duty IV Crew Cab Long box,14.773
Ford,F-250 Super Duty,F-250 Super Duty IV Crew Cab Long box,15.099
Ford,Sierra,Sierra Turnier I,15.35
Ford,Sierra,Sierra Turnier I,19.72
Ford,Sierra,Sierra Turnier I,16.548
Ford,Sierra,Sierra Turnier I,17.871
Ford,Sierra,Sierra Turnier I,16.495
Ford,Sierra,Sierra Turnier I,16.962
Ford,Sierra,Sierra Turnier I,17.26
Ford,Sierra,Sierra Turnier I,17.871
Ford,Sierra,Sierra Turnier I,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,9.6 sec ,16.112
Ford,Sierra,Sierra Sedan II,9.6 sec ,16.112
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Sierra,Sierra Sedan II,not known
Ford,Fusion,Fusion I (facelift 2005),12.9 sec ,17.5
Ford,Fusion,Fusion I (facelift 2005),13.1 sec ,16.86
Ford,Fusion,Fusion I (facelift 2005),11.1 sec ,16.758
Ford,Fusion,Fusion I (facelift 2005),16.6 sec ,19.222
Ford,Fusion,Fusion I (facelift 2005),15.5 sec ,19.222
Ford,Fusion,Fusion I (facelift 2005),14.6 sec ,18.096
Ford,Fusion,Fusion I (facelift 2005),14 sec ,18.096
Ford,Fusion,Fusion I (facelift 2005),15.5 sec ,18.401
Ford,Galaxy,Galaxy II,11.6 sec ,16.387
Ford,Galaxy,Galaxy II,9.6 sec ,16.279
Ford,Galaxy,Galaxy II,10.5 sec ,17.547
Ford,Galaxy,Galaxy II,11.2 sec ,17.962
Ford,Galaxy,Galaxy II,11.2 sec ,16.962
Ford,Galaxy,Galaxy II,10.5 sec ,16.962
Ford,Galaxy,Galaxy II,11.9 sec ,18.184
Ford,Galaxy,Galaxy II,14.3 sec ,19.493
Ford,Expedition,Expedition II,15.532
Ford,Expedition,Expedition II,15.288
Ford,Expedition,Expedition II,9.5 sec ,16.112
Ford,Expedition,Expedition II,16.387
Ford,Expedition,Expedition II,10.5 sec ,16.86
Ford,Expedition,Expedition II,10.3 sec ,16.548
Ford,Flex,Flex (facelift 2013),not known
Ford,Flex,Flex (facelift 2013),not known
Ford,Flex,Flex (facelift 2013),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Granada,Granada Turnier (GNU),not known
Ford,Thunderbird,Thunderbird (Retro Birds),6.8 sec ,13.927
Ford,Thunderbird,Thunderbird (Retro Birds),7 sec ,14.221
Ford,Escort,"Escort I (AFH,ATH)",not known
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.639
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.639
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.433
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.84
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.773
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,15.099
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.002
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.363
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.221
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.502
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Long box,14.84
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,13.776
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,14.002
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,14.502
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,14.773
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,13.852
Ford,F-Series F-100/F-150,F-Series F-150 XII Regular Cab,14.148
Ford,Mondeo,Mondeo IV Sedan,7.9 sec ,14.707
Ford,Mondeo,Mondeo IV Sedan,9.3 sec ,15.652
Ford,Mondeo,Mondeo IV Sedan,8.6 sec ,15.652
Ford,Mondeo,Mondeo IV Sedan,8.4 sec ,15.652
Ford,Mondeo,Mondeo IV Sedan,8.3 sec ,15.652
Ford,Mondeo,Mondeo IV Sedan,9.9 sec ,16.601
Ford,Mondeo,Mondeo IV Sedan,9.4 sec ,16.601
Ford,Mondeo,Mondeo IV Sedan,10.3 sec ,16.601
Ford,Mondeo,Mondeo IV Sedan,9.3 sec ,16.601
Ford,Mondeo,Mondeo IV Sedan,9.2 sec ,15.162
Ford,Mondeo,Mondeo IV Sedan,7.9 sec ,14.148
Ford,Mondeo,Mondeo IV Sedan,8.7 sec ,14.97
Ford,Mondeo,Mondeo IV Sedan,12.1 sec ,17.826
Ford,Mondeo,Mondeo IV Sedan,12.1 sec ,17.826
Ford,Mondeo,Mondeo IV Sedan,11.7 sec ,not known
Ford,Mondeo,Mondeo IV Sedan,11.5 sec ,not known
Ford,Mondeo,Mondeo IV Sedan,9.1 sec ,16.0
Ford,Mondeo,Mondeo IV Sedan,9.2 sec ,15.943
Ford,Mondeo,Mondeo IV Sedan,12 sec ,17.162
Ford,F-350 Super Duty,F-350 Super Duty IV Regular Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty IV Regular Cab Long box,14.292
Ford,F-350 Super Duty,F-350 Super Duty IV Regular Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty IV Regular Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty IV Regular Cab Long box,14.502
Ford,F-350 Super Duty,F-350 Super Duty IV Regular Cab Long box,14.773
Ford,F-350 Super Duty,F-350 Super Duty IV Regular Cab Long box,14.84
Ford,F-350 Super Duty,F-350 Super Duty IV Regular Cab Long box,15.162
Ford,C-MAX,C-MAX II (facelift 2015),8.5 sec ,15.711
Ford,C-MAX,C-MAX II (facelift 2015),9.5 sec ,16.279
Ford,C-MAX,C-MAX II (facelift 2015),10.3 sec ,16.387
Ford,C-MAX,C-MAX II (facelift 2015),16.0
Ford,C-MAX,C-MAX II (facelift 2015),11.8 sec ,17.112
Ford,C-MAX,C-MAX II (facelift 2015),15.9 sec ,19.183
Ford,C-MAX,C-MAX II (facelift 2015),11.3 sec ,17.405
Ford,C-MAX,C-MAX II (facelift 2015),11.3 sec ,17.211
Ford,C-MAX,C-MAX II (facelift 2015),12.4 sec ,17.5
Ford,C-MAX,C-MAX II (facelift 2015),12.4 sec ,17.5
Ford,C-MAX,C-MAX II (facelift 2015),11.3 sec ,17.211
Ford,C-MAX,C-MAX II (facelift 2015),13.4 sec ,18.613
Ford,C-MAX,C-MAX II (facelift 2015),13.4 sec ,18.613
Ford,C-MAX,C-MAX II (facelift 2015),9.2 sec ,15.035
Ford,C-MAX,C-MAX II (facelift 2015),9.4 sec ,15.943
Ford,C-MAX,C-MAX II (facelift 2015),10.2 sec ,16.0
Ford,C-MAX,C-MAX II (facelift 2015),12.1 sec ,17.688
Ford,C-MAX,C-MAX II (facelift 2015),11.4 sec ,16.911
Ford,C-MAX,C-MAX II (facelift 2015),12.9 sec ,18.228
Ford,Escape,Escape IV,15.162
Ford,Escape,Escape IV,15.411
Ford,Escape,Escape IV,15.225
Ford,Escape,Escape IV,14.148
Ford,Escape,Escape IV,13.927
Ford,Escape,Escape IV,15.652
Ford,Escape,Escape IV,15.35
Ford,F-450 Super Duty,F-450 Super Duty V Crew Cab Long box,14.905
Ford,F-450 Super Duty,F-450 Super Duty V Crew Cab Long box,15.099
Ford,F-450 Super Duty,F-450 Super Duty V Crew Cab Long box,15.288
Ford,Kuga,Kuga I (facelift 2010),10.4 sec ,16.601
Ford,Kuga,Kuga I (facelift 2010),9.9 sec ,16.548
Ford,Kuga,Kuga I (facelift 2010),11.2 sec ,17.452
Ford,Kuga,Kuga I (facelift 2010),10.7 sec ,17.405
Ford,Kuga,Kuga I (facelift 2010),10.6 sec ,17.112
Ford,Mondeo,Mondeo III Hatchback,7.5 sec ,14.363
Ford,Mondeo,Mondeo III Hatchback,10.5 sec ,15.885
Ford,Mondeo,Mondeo III Hatchback,8.7 sec ,15.472
Ford,Mondeo,Mondeo III Hatchback,9.5 sec ,16.653
Ford,Mondeo,Mondeo III Hatchback,10.9 sec ,17.162
Ford,Mondeo,Mondeo III Hatchback,9.9 sec ,16.441
Ford,Mondeo,Mondeo III Hatchback,17.26
Ford,Mondeo,Mondeo III Hatchback,12.3 sec ,18.401
Ford,Mondeo,Mondeo III Hatchback,12.3 sec ,17.26
Ford,Mondeo,Mondeo III Hatchback,12.7 sec ,18.007
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI Regular Cab,not known
Ford,Focus,Focus III Sedan,9 sec ,not known
Ford,Focus,Focus III Sedan,8.7 sec ,not known
Ford,Focus,Focus III Sedan,9.6 sec ,not known
Ford,Focus,Focus III Sedan,9 sec ,not known
Ford,Focus,Focus III Sedan,11.8 sec ,not known
Ford,Focus,Focus III Sedan,10.9 sec ,not known
Ford,Focus,Focus III Sedan,10.9 sec ,not known
Ford,Focus,Focus III Sedan,12.6 sec ,not known
Ford,Focus,Focus III Sedan,12.6 sec ,not known
Ford,Focus,Focus III Sedan,8 sec ,not known
Ford,Focus,Focus III Sedan,8.7 sec ,not known
Ford,Focus,Focus III Sedan,11.4 sec ,not known
Ford,Focus,Focus III Sedan,12.6 sec ,not known
Ford,Edge,Edge I,14.502
Ford,Edge,Edge I,14.502
Ford,Bronco,Bronco III,not known
Ford,Bronco,Bronco III,not known
Ford,Bronco,Bronco III,not known
Ford,Bronco,Bronco III,not known
Ford,Bronco,Bronco III,not known
Ford,Bronco,Bronco III,not known
Ford,Bronco,Bronco III,not known
Ford,Bronco,Bronco III,19.339
Ford,Bronco,Bronco III,19.339
Ford,Focus,Focus III Sedan (facelift 2014),8.8 sec ,16.112
Ford,Focus,Focus III Sedan (facelift 2014),8.7 sec ,16.168
Ford,Focus,Focus III Sedan (facelift 2014),8.7 sec ,16.168
Ford,Focus,Focus III Sedan (facelift 2014),11.8 sec ,16.601
Ford,Focus,Focus III Sedan (facelift 2014),11 sec ,16.495
Ford,Focus,Focus III Sedan (facelift 2014),12.4 sec ,17.452
Ford,Focus,Focus III Sedan (facelift 2014),15 sec ,18.738
Ford,Focus,Focus III Sedan (facelift 2014),10.9 sec ,17.211
Ford,Focus,Focus III Sedan (facelift 2014),10.9 sec ,17.211
Ford,Focus,Focus III Sedan (facelift 2014),12.6 sec ,18.315
Ford,Focus,Focus III Sedan (facelift 2014),12.6 sec ,18.315
Ford,Focus,Focus III Sedan (facelift 2014),10.6 sec ,17.012
Ford,Focus,Focus III Sedan (facelift 2014),12.1 sec ,18.358
Ford,Focus,Focus III Sedan (facelift 2014),8.7 sec ,14.84
Ford,Focus,Focus III Sedan (facelift 2014),8.7 sec ,14.707
Ford,Focus,Focus III Sedan (facelift 2014),9 sec ,15.828
Ford,Focus,Focus III Sedan (facelift 2014),9 sec ,15.711
Ford,Focus,Focus III Sedan (facelift 2014),11.1 sec ,16.706
Ford,Focus,Focus III Sedan (facelift 2014),11.1 sec ,16.548
Ford,Focus,Focus III Sedan (facelift 2014),12.6 sec ,17.826
Ford,Focus,Focus III Sedan (facelift 2014),12.6 sec ,17.826
Ford,Taurus,Taurus VI,13.301
Ford,Taurus,Taurus VI,14.707
Ford,Taurus,Taurus VI,14.433
Ford,Fiesta,Fiesta Active VIII (Mk8),9.4 sec ,16.333
Ford,Fiesta,Fiesta Active VIII (Mk8),12.6 sec ,18.272
Ford,Fiesta,Fiesta Active VIII (Mk8),9.4 sec ,15.35
Ford,Fiesta,Fiesta Active VIII (Mk8),10.4 sec ,15.943
Ford,Fiesta,Fiesta Active VIII (Mk8),12.8 sec ,17.405
Ford,Fiesta,Fiesta Active VIII (Mk8),11 sec ,17.211
Ford,Fiesta,Fiesta Active VIII (Mk8),12.7 sec ,18.14
Ford,Focus,Focus IV Hatchback,13.134
Ford,Focus,Focus IV Hatchback,5.7 sec ,13.049
Ford,Focus,Focus IV Hatchback,7.6 sec ,15.035
Ford,Focus,Focus IV Hatchback,9.3 sec ,16.112
Ford,Focus,Focus IV Hatchback,8.5 sec ,16.056
Ford,Focus,Focus IV Hatchback,8.3 sec ,14.571
Ford,Focus,Focus IV Hatchback,8.9 sec ,15.711
Ford,Focus,Focus IV Hatchback,8.8 sec ,15.532
Ford,Focus,Focus IV Hatchback,10.2 sec ,16.86
Ford,Focus,Focus IV Hatchback,10 sec ,16.706
Ford,Focus,Focus IV Hatchback,11.4 sec ,18.096
Ford,Focus,Focus IV Hatchback,9.2 sec ,15.288
Ford,Focus,Focus IV Hatchback,10 sec ,16.441
Ford,Focus,Focus IV Hatchback,11.1 sec ,16.548
Ford,Focus,Focus IV Hatchback,10 sec ,16.333
Ford,Focus,Focus IV Hatchback,12.1 sec ,17.594
Ford,Focus,Focus IV Hatchback,13.5 sec ,18.571
Ford,Freestar,Freestar,not known
Ford,Freestar,Freestar,not known
Ford,Mustang,Mustang Convertible VI,not known
Ford,Mustang,Mustang Convertible VI,not known
Ford,Mustang,Mustang Convertible VI,12.328
Ford,Mustang,Mustang Convertible VI,12.232
Ford,Mustang,Mustang Convertible VI,not known
Ford,Mustang,Mustang Convertible VI,not known
Ford,Mustang,Mustang Convertible VI,13.301
Ford,Mustang,Mustang Convertible VI,13.301
Ford,Mustang,Mustang Convertible VI,not known
Ford,Mustang,Mustang Convertible VI,not known
Ford,Consul,Consul (GGFL),not known
Ford,Consul,Consul (GGFL),not known
Ford,Consul,Consul (GGFL),not known
Ford,Consul,Consul (GGFL),not known
Ford,Puma,Puma (ECT),9.2 sec ,15.35
Ford,Puma,Puma (ECT),10.4 sec ,16.333
Ford,Puma,Puma (ECT),11.9 sec ,17.112
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-1 I Panel,not known
Ford,F-Series F-100/F-150,F-Series F-1 I Panel,not known
Ford,Mustang,Mustang Convertible III,13.852
Ford,Mustang,Mustang Convertible III,17.641
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Scorpio,Scorpio I Turnier (GGE),not known
Ford,Mustang,Mustang Convertible V,5.3 sec ,13.382
Ford,Mustang,Mustang Convertible V,7 sec ,14.97
Ford,KA,KA III,16.0
Ford,KA,KA III,16.333
Ford,KA,KA III,17.357
Ford,KA,KA III,17.734
Ford,Focus,Focus IV Wagon (facelift 2022),5.8 sec ,13.218
Ford,Focus,Focus IV Wagon (facelift 2022),5.8 sec ,13.218
Ford,Focus,Focus IV Wagon (facelift 2022),10.9 sec ,17.211
Ford,Focus,Focus IV Wagon (facelift 2022),9.9 sec ,16.911
Ford,Focus,Focus IV Wagon (facelift 2022),12.2 sec ,18.315
Ford,Focus,Focus IV Wagon (facelift 2022),8.6 sec ,15.711
Ford,Focus,Focus IV Wagon (facelift 2022),9.1 sec ,15.532
Ford,Focus,Focus IV Wagon (facelift 2022),10.4 sec ,16.86
Ford,Focus,Focus IV Wagon (facelift 2022),10.4 sec ,16.706
Ford,Focus,Focus IV Wagon (facelift 2022),10.5 sec ,16.653
Ford,Focus,Focus IV Wagon (facelift 2022),12.5 sec ,17.917
Ford,Mondeo,Mondeo III Wagon (facelift 2010),8.3 sec ,15.225
Ford,Mondeo,Mondeo III Wagon (facelift 2010),9.8 sec ,16.224
Ford,Mondeo,Mondeo III Wagon (facelift 2010),9.1 sec ,16.168
Ford,Mondeo,Mondeo III Wagon (facelift 2010),10.4 sec ,17.062
Ford,Mondeo,Mondeo III Wagon (facelift 2010),9.8 sec ,17.012
Ford,Mondeo,Mondeo III Wagon (facelift 2010),11.4 sec ,18.14
