Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",16.168
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",12.8 sec ,16.758
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",11 sec ,16.653
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",17.112
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",11.9 sec ,not known
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",16.279
Hyundai,Grandeur/Azera,"Grandeur III (XG, facelift 2003)",not known
Hyundai,Grandeur/Azera,"Grandeur III (XG, facelift 2003)",15.885
Hyundai,Grandeur/Azera,"Grandeur III (XG, facelift 2003)",15.828
Hyundai,Grandeur/Azera,"Grandeur III (XG, facelift 2003)",16.962
Hyundai,Grandeur/Azera,"Grandeur III (XG, facelift 2003)",16.962
Hyundai,i30,i30 II CW,11.9 sec ,16.441
Hyundai,i30,i30 II CW,10.9 sec ,16.279
Hyundai,i30,i30 II CW,11 sec ,15.828
Hyundai,i30,i30 II CW,9.9 sec ,15.652
Hyundai,i30,i30 II CW,11.7 sec ,16.962
Hyundai,i30,i30 II CW,10.9 sec ,16.809
Hyundai,i30,i30 II CW,12.3 sec ,17.308
Hyundai,i30,i30 II CW,11.5 sec ,17.211
Hyundai,i30,i30 II CW,13.2 sec ,17.308
Hyundai,i30,i30 II CW,13.5 sec ,18.358
Hyundai,Sonata,Sonata IV (EF),9.3 sec ,15.592
Hyundai,Sonata,Sonata IV (EF),15.035
Hyundai,Sonata,Sonata IV (EF),14.97
Hyundai,Sonata,Sonata IV (EF),8.5 sec ,15.411
Hyundai,Sonata,Sonata IV (EF),16.056
Hyundai,Sonata,Sonata IV (EF),15.943
Hyundai,Sonata,Sonata IV (EF),15.769
Hyundai,Sonata,Sonata IV (EF),15.711
Hyundai,Sonata,Sonata IV (EF),10.5 sec ,16.279
Hyundai,Sonata,Sonata IV (EF),9.6 sec ,16.168
Hyundai,Sonata,Sonata IV (EF),16.333
Hyundai,Sonata,Sonata IV (EF),16.224
Hyundai,Coupe,Coupe II (GK),8.5 sec ,15.162
Hyundai,Coupe,Coupe II (GK),8.2 sec ,15.162
Hyundai,Coupe,Coupe II (GK),10.4 sec ,15.769
Hyundai,Coupe,Coupe II (GK),9.1 sec ,15.769
Hyundai,Coupe,Coupe II (GK),10.5 sec ,15.943
Hyundai,Coupe,Coupe II (GK),9.2 sec ,15.943
Hyundai,Coupe,Coupe II (GK),11.6 sec ,17.162
Hyundai,Santa Fe,"Santa Fe II (CM, facelift 2009)",14.075
Hyundai,Santa Fe,"Santa Fe II (CM, facelift 2009)",14.292
Hyundai,Santa Fe,"Santa Fe II (CM, facelift 2009)",11.7 sec ,16.387
Hyundai,Santa Fe,"Santa Fe II (CM, facelift 2009)",11.2 sec ,16.333
Hyundai,Santa Fe,"Santa Fe II (CM, facelift 2009)",10.7 sec ,16.056
Hyundai,Santa Fe,"Santa Fe II (CM, facelift 2009)",9.9 sec ,15.828
Hyundai,Santa Fe,"Santa Fe II (CM, facelift 2009)",10.2 sec ,16.056
Hyundai,Santa Fe,"Santa Fe II (CM, facelift 2009)",9.8 sec ,15.943
