Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Alpina,B5,"B5 Sedan (F10 LCI, Facelift 2013)",4.2 sec ,11.287
Alpina,B3,B3 (E46),5.7 sec ,13.134
Aston Martin,V12 Vantage,V12 Vantage,3.5 sec ,10.425
Acura,TL,TL I (UA2),not known
Acura,TL,TL I (UA2),not known
Acura,MDX,MDX IV,13.852
Acura,MDX,MDX IV,14.502
Acura,MDX,MDX IV,14.292
Alpina,B3,B3 Touring (E30),not known
Aston Martin,DB11,DB11 Volante,4.1 sec ,11.726
Alpina,C2,C2 Cabrio (E30),6.9 sec ,not known
Alpina,B7,"B7 (G12, facelift 2019)",3.6 sec ,11.51
Alpina,XD4,XD4,4.6 sec ,13.218
Aston Martin,DB7,DB7 Vantage,5 sec ,12.232
Aston Martin,DB7,DB7 Vantage,5 sec ,12.232
Aston Martin,DB7,DB7 Vantage,5 sec ,12.232
Aston Martin,DB7,DB7 Vantage,5 sec ,12.232
Alpina,Roadster V8,Roadster V8,5.3 sec ,12.232
Aston Martin,V8 Vantage,V8 Vantage Roadster (facelift 2008),4.8 sec ,11.933
Aston Martin,V8 Vantage,V8 Vantage Roadster (facelift 2008),4.8 sec ,11.933
Aston Martin,V8 Vantage,V8 Vantage Roadster (facelift 2008),4.8 sec ,11.933
Aston Martin,V8 Vantage,V8 Vantage Roadster (facelift 2008),4.8 sec ,11.933
Aston Martin,V8 Vantage,V8 Vantage Roadster (facelift 2008),4.9 sec ,12.034
Aston Martin,V8 Vantage,V8 Vantage Roadster (facelift 2008),4.9 sec ,12.034
Acura,Integra,Integra V,12.608
Acura,Integra,Integra V,not known
Acura,Integra,Integra V,not known
Acura,TLX,TLX II,13.382
Acura,TLX,TLX II,14.148
Acura,TLX,TLX II,13.927
Aston Martin,V8 Vantage,V8 Vantage (II),4.7 sec ,11.4
Alpina,B3,B3 Touring (E36),not known
Alpina,B3,B3 Touring (E36),not known
Aston Martin,Rapide,Rapide S,4.4 sec ,11.619
Aston Martin,Rapide,Rapide S,4.9 sec ,not known
Alpina,B3,B3 (F30),4 sec ,12.134
Alpina,B3,B3 (F30),4.2 sec ,11.933
Alpina,B6,B6 (E30),not known
Alpina,B6,B6 (E30),not known
Alpina,B6,B6 (E30),not known
Acura,TSX,TSX II (Cu2),15.099
Acura,TSX,TSX II (Cu2),14.97
Acura,CSX,"CSX (facelift, 2009)",15.288
Acura,CSX,"CSX (facelift, 2009)",15.288
Acura,NSX,NSX-T,5.9 sec ,13.134
Alpina,B4,B4 Coupe,4.2 sec ,11.933
Alpina,B4,B4 Coupe,4 sec ,12.134
Alpina,B6,"B6 Coupe (F13 LCI, Facelift 2015)",4.2 sec ,11.054
Aston Martin,V12 Vantage,V12 Vantage Roadster,3.6 sec ,10.557
Alpina,D5,"D5 Touring (G31, facelift 2020)",4.6 sec ,13.049
Alpina,D4,D4 Gran Coupe (G26),4.8 sec ,13.542
Alpina,B9,B9 (E28),not known
Alpina,B7,B7 (E12),not known
Alpina,B7,B7 (E12),not known
Acura,RL,RL (KA964),15.035
Acura,RL,RL (KA964),8 sec ,15.035
Alpina,B5,B5 Touring (E61),4.6 sec ,11.4
Alpina,B5,B5 Touring (E61),4.8 sec ,11.619
Alpina,D4,D4 Cabrio (F33),5 sec ,13.134
Alpina,B12,B12 Coupe (E31),5.8 sec ,12.516
Alpina,B12,B12 Coupe (E31),6.8 sec ,13.049
Alpina,XB7,XB7,4.2 sec ,12.328
Acura,Integra,Integra I,15.885
Acura,Integra,Integra I,15.769
Acura,Integra,Integra I,15.828
Acura,Integra,Integra I,15.711
Acura,Integra,Integra I,16.168
Acura,Integra,Integra I,16.0
Acura,Integra,Integra I,16.056
Acura,Integra,Integra I,15.943
Acura,Integra,Integra I,not known
Acura,Integra,Integra I,not known
Acura,Integra,Integra I,not known
Acura,Integra,Integra I,not known
Acura,NSX,NSX II,<3 sec ,not known
Acura,NSX,NSX II,3.8 sec ,10.934
Alpina,D3,"D3 (F30 LCI, Facelift 2015)",4.6 sec ,12.516
Acura,ZDX,ZDX,14.292
Aston Martin,V12 Vantage,V12 Vantage,3.9 sec ,10.811
Aston Martin,V12 Vantage,V12 Vantage,4.2 sec ,11.172
Aston Martin,V8 Vantage,V8 Volante,not known
Aston Martin,V8 Vantage,V8 Volante,not known
Aston Martin,DB9,DB9 GT Volante,4.5 sec ,11.51
Aston Martin,DB7,DB7 AR1,not known
Aston Martin,DB4,DB4 GT Zagato,11.933
Aston Martin,Virage,Virage Shooting Brake,not known
Aston Martin,Virage,Virage Shooting Brake,not known
Aston Martin,DBS,DBS ,13.463
Aston Martin,DBS,DBS ,13.463
Aston Martin,Rapide,Rapide AMR,4.4 sec ,11.287
Aston Martin,Rapide,Rapide AMR,4.4 sec ,11.4
Alpina,B5,B5 Sedan (F10),4.5 sec ,11.619
Alpina,B3,B3 (E30),not known
Alpina,B3,B3 (E30),not known
Alpina,B6,B6 Cabrio (E64),4.8 sec ,11.619
Alpina,B6,B6 Cabrio (E64),4.9 sec ,11.933
Aston Martin,DB7,DB7,6 sec ,12.788
Aston Martin,DB7,DB7,6 sec ,12.788
Alpina,B4,B4 Coupe (facelift 2017),4.2 sec ,11.619
Alpina,B4,B4 Coupe (facelift 2017),3.9 sec ,11.726
Alpina,B4,B4 Coupe (facelift 2017),4.2 sec ,11.83
Alpina,B4,B4 Coupe (facelift 2017),3.9 sec ,12.034
Acura,EL,EL,9.4 sec ,16.706
Aston Martin,V8 Vantage,V8 Vantage (facelift 2008),11.619
Aston Martin,V8 Vantage,V8 Vantage (facelift 2008),4.8 sec ,11.726
Aston Martin,V8 Vantage,V8 Vantage (facelift 2008),4.8 sec ,11.726
Aston Martin,V8 Vantage,V8 Vantage (facelift 2008),4.8 sec ,11.726
Aston Martin,V8 Vantage,V8 Vantage (facelift 2008),4.8 sec ,11.726
Aston Martin,V8 Vantage,V8 Vantage (facelift 2008),4.9 sec ,11.83
Aston Martin,V8 Vantage,V8 Vantage (facelift 2008),4.9 sec ,11.83
Acura,RDX,RDX II,14.075
Acura,RDX,RDX II,13.927
Acura,TL,TL IV (UA8/9),14.148
Acura,TL,TL IV (UA8/9),14.571
Aston Martin,DB9,DB9 Coupe,9.552
Aston Martin,DB9,DB9 Coupe,9.222
Aston Martin,DB9,DB9 Coupe,5.1 sec ,11.933
Aston Martin,DB9,DB9 Coupe,4.9 sec ,11.83
Alpina,B7,B7 (E28),6.2 sec ,12.423
Alpina,B7,B7 (E28),not known
Aston Martin,DBS,DBS V12 Volante,4.3 sec ,11.287
Aston Martin,DBS,DBS V12 Volante,4.3 sec ,11.287
Alpina,B6,B6 Coupe (E63),4.5 sec ,11.172
Alpina,B6,B6 Coupe (E63),4.6 sec ,11.4
Acura,TL,TL IV (facelift 2012),13.699
Acura,TL,TL IV (facelift 2012),13.699
Acura,TL,TL IV (facelift 2012),13.776
Acura,MDX,MDX II,not known
Aston Martin,One-77,One-77,3.7 sec ,9.708
Alpina,B5,"B5 Touring (F11 LCI, Facelift 2013)",4.2 sec ,11.4
Alpina,B6,B6 (E36),6.5 sec ,13.382
Alpina,B6,B6 (E36),6.5 sec ,13.382
Aston Martin,DBX,DBX,3.3 sec ,11.172
Aston Martin,DBX,DBX,4.5 sec ,12.134
Aston Martin,Virage,Virage Saloon,not known
Aston Martin,Virage,Virage Saloon,4.7 sec ,13.699
Aston Martin,Virage,Virage Saloon,not known
Aston Martin,Vanquish,Vanquish S II Volante,3.5 sec ,10.811
Aston Martin,Lagonda,Lagonda I Shooting Brake,not known
Alpina,B3,B3 Cabrio (E93),5 sec ,13.049
Alpina,B5,B5 Sedan (G30),3.5 sec ,11.172
Acura,RDX,RDX II (facelift 2016),14.002
Acura,RDX,RDX II (facelift 2016),13.852
Alpina,B6,B6 (E21),7 sec ,not known
Alpina,B6,B6 (E21),7.2 sec ,not known
Aston Martin,Bulldog,Bulldog,not known
Acura,RLX,RLX (facelift 2017),13.218
Acura,RLX,RLX (facelift 2017),13.621
Aston Martin,Cygnet,Cygnet,11.6 sec ,16.387
Aston Martin,Cygnet,Cygnet,11.8 sec ,16.387
Aston Martin,Vanquish,Vanquish II Volante,4 sec ,11.172
Aston Martin,Vanquish,Vanquish II Volante,4.3 sec ,11.172
Alpina,B3,"B3 Touring (G21, facelift 2023)",3.7 sec ,11.933
Alpina,B5,B5 Touring (G31),3.6 sec ,11.4
Alpina,XD3,XD3 (G01),4.6 sec ,13.049
Alpina,B5,B5 (E60),4.6 sec ,11.4
Alpina,B5,B5 (E60),4.7 sec ,11.4
Aston Martin,DBS,DBS V8,13.776
Aston Martin,DBS,DBS V8,13.776
Aston Martin,Lagonda,Lagonda II,8.8 sec ,14.363
Acura,TL,TL III (UA6/7),not known
Acura,TL,TL III (UA6/7),6 sec ,13.852
Acura,TL,TL III (UA6/7),6 sec ,13.852
Acura,TL,TL III (UA6/7),6 sec ,14.002
Acura,TL,TL III (UA6/7),6 sec ,14.002
Alpina,B3,B3 Cabrio (E30),not known
Alpina,XB7,XB7 (facelift 2022),4.2 sec ,12.423
Aston Martin,Zagato,Zagato Vantage,11.83
Alpina,B3,B3 Touring (F31),4.1 sec ,12.328
Alpina,B3,B3 Touring (F31),4.3 sec ,12.134
Alpina,B11,B11 (E32),not known
Alpina,B11,B11 (E32),not known
Alpina,B11,B11 (E32),not known
Alpina,B11,B11 (E32),not known
Aston Martin,Virage,Virage II Volante,4.6 sec ,11.83
Acura,TL,TL II (UA5),13.927
Acura,TL,TL II (UA5),7.4 sec ,14.433
Acura,TL,TL II (UA5),7.4 sec ,15.035
Acura,TL,TL II (UA5),15.035
Alpina,B12,B12 (E38),not known
Alpina,B12,B12 (E38),6.4 sec ,13.218
Alpina,D3,D3 Sedan (G20),4.6 sec ,13.382
Alpina,D4,"D4 Coupe (F32, facelift 2017)",4.6 sec ,12.516
Alpina,B5,B5 Touring (F11),4.6 sec ,11.726
Alpina,B8,B8 Coupe (E36),5.6 sec ,12.516
Alpina,B8,B8 Coupe (E36),5.8 sec ,12.788
Aston Martin,DB11,DB11,3.7 sec ,not known
Aston Martin,DB11,DB11,3.9 sec ,10.811
Aston Martin,DB11,DB11,4 sec ,11.51
Aston Martin,DB4,DB4 (Series 3),13.301
Aston Martin,DB4,DB4 (Series 3),13.301
Acura,RDX,RDX I (facelift 2009),6.8 sec ,14.84
Acura,RDX,RDX I (facelift 2009),7.5 sec ,14.571
Alpina,XD3,"XD3 (F25 LCI, facelift 2014)",4.9 sec ,13.382
Alpina,D3,"D3 Touring (G21, facelift 2023)",4.8 sec ,13.542
Aston Martin,DB12,DB12,3.6 sec ,10.289
Aston Martin,Zagato,Zagato Volante,13.382
Alpina,D5,D5 Sedan (G30),4.4 sec ,12.964
Alpina,B3,"B3 Touring (F31 LCI, Facelift 2015)",4.3 sec ,11.933
Alpina,B3,"B3 Touring (F31 LCI, Facelift 2015)",4.1 sec ,12.034
Alpina,B3,"B3 Touring (F31 LCI, Facelift 2015)",4.4 sec ,12.232
Alpina,B3,"B3 Touring (F31 LCI, Facelift 2015)",4.2 sec ,12.328
Aston Martin,Virage,Virage,6 sec ,13.218
Alpina,XD3,XD3 (F25),4.9 sec ,13.382
Alpina,D5,D5 Touring (G31),4.6 sec ,13.134
Aston Martin,DB9,DB9 GT Coupe,4.5 sec ,11.287
Acura,NSX,NSX I (facelift 2002),12.877
Alpina,B3,B3 Coupe (E92),4.5 sec ,11.83
Alpina,B3,B3 Coupe (E92),4.9 sec ,not known
Alpina,B3,B3 Coupe (E92),4.8 sec ,not known
Acura,TLX,TLX I (facelift 2017),13.776
Acura,TLX,TLX I (facelift 2017),13.621
Acura,TLX,TLX I (facelift 2017),15.099
Acura,TLX,TLX I (facelift 2017),13.621
Acura,TLX,TLX I (facelift 2017),13.463
Acura,TLX,TLX I (facelift 2017),14.905
Alpina,B5,"B5 Sedan (G30, facelift 2020)",3.4 sec ,11.172
Alpina,B5,"B5 Sedan (G30, facelift 2020)",3.4 sec ,11.287
Acura,CL,CL II,6.8 sec ,13.852
Acura,CL,CL II,6.6 sec ,13.852
Acura,CL,CL II,7.8 sec ,14.571
Aston Martin,DBS,DBS Superleggera Volante,3.6 sec ,10.289
Aston Martin,DBS,DBS Superleggera Volante,3.6 sec ,10.425
Alpina,D10,D10 (E39),7.2 sec ,14.221
Alpina,D10,D10 (E39),7.2 sec ,14.221
Alpina,D5,D5 Touring (F11),5.3 sec ,13.463
Acura,TSX,TSX I (CL9),7.5 sec ,14.773
Acura,TSX,TSX I (CL9),7.5 sec ,14.773
Aston Martin,DBS,DBS Superleggera,3.4 sec ,10.15
Aston Martin,DBS,DBS Superleggera,3.4 sec ,10.007
Alpina,B10,B10 (E39),5.4 sec ,12.516
Alpina,B10,B10 (E39),6.3 sec ,12.423
Alpina,B10,B10 (E39),6.8 sec ,13.382
Alpina,B10,B10 (E39),6.3 sec ,13.382
Alpina,B10,B10 (E39),6.3 sec ,13.463
Alpina,B4,B4 Cabrio,4.5 sec ,12.516
Alpina,B3,B3 Cabrio (E36),6.8 sec ,13.621
Alpina,B3,B3 Cabrio (E36),6.8 sec ,13.621
Aston Martin,Vanquish,V12 Vanquish,5 sec ,11.933
Alpina,Roadster S,Roadster S,5.3 sec ,12.423
Aston Martin,DBS,DBS V12,4.3 sec ,11.287
Aston Martin,DBS,DBS V12,4.3 sec ,11.287
Acura,ILX,ILX (facelift 2016),6.3 sec ,14.502
Aston Martin,DB6,DB6,13.134
Aston Martin,DB6,DB6,13.134
Aston Martin,DB12,DB12 Volante,3.7 sec ,10.425
Alpina,B6,"B6 Gran Coupe (F06 LCI, Facelift 2015)",3.8 sec ,11.4
Alpina,D4,"D4 Cabrio (F33, facelift 2017)",5 sec ,13.134
Acura,MDX,MDX,15.099
Acura,MDX,MDX,15.225
Acura,MDX,MDX,9 sec ,15.225
Acura,MDX,MDX,9 sec ,15.592
Alpina,B7,B7 Coupe (E24),not known
Alpina,B7,B7 Coupe (E24),not known
Alpina,B7,B7 Coupe (E24),not known
Alpina,D5,"D5 Touring (F11 LCI, Facelift 2013)",5.3 sec ,13.542
Aston Martin,DB9,DB9 Volante (facelift 2012),4.6 sec ,11.726
Acura,MDX,MDX III,14.292
Acura,MDX,MDX III,14.002
Alpina,D5,D5 Sedan (F10),5.1 sec ,13.218
Aston Martin,Vanquish,Vanquish II,3.8 sec ,10.934
Aston Martin,Vanquish,Vanquish II,4.1 sec ,10.934
Alpina,B10,B10 Touring (E39),5.6 sec ,12.788
Alpina,B10,B10 Touring (E39),5.7 sec ,13.134
Alpina,B10,B10 Touring (E39),7.3 sec ,13.699
Alpina,B10,B10 Touring (E39),6.7 sec ,13.699
Aston Martin,DB4,DB4 Convertible,13.301
Aston Martin,DB4,DB4 Convertible,13.301
Aston Martin,Zagato,V12 Zagato,4.2 sec ,11.172
Aston Martin,Rapide,Rapide,4.8 sec ,12.328
Aston Martin,Rapide,Rapide E,4.2 sec ,11.51
Alpina,B7,B7 (E65/E66L),5.5 sec ,12.034
Alpina,B7,B7 (E65/E66L),5.5 sec ,11.933
Alpina,D3,"D3 Sedan (G20, facelift 2023)",4.6 sec ,13.382
Acura,CL,CL,14.639
Acura,CL,CL,8.2 sec ,15.828
Acura,CL,CL,8.2 sec ,15.828
Alpina,B6,"B6 Cabrio (F12 LCI, Facelift 2015)",4.2 sec ,11.4
Alpina,B7,B7 (F01),4.6 sec ,11.83
Alpina,B7,B7 (F01),4.5 sec ,11.933
Aston Martin,DB7,DB7 Zagato,5 sec ,11.933
Aston Martin,DB7,DB7 Zagato,5 sec ,11.933
Aston Martin,DB7,DB7 Zagato,not known
Acura,TLX,TLX I,6.9 sec ,13.699
Acura,TLX,TLX I,6.9 sec ,13.463
Acura,TLX,TLX I,8.2 sec ,14.97
Alpina,B3,"B3 (F30 LCI, Facelift 2015)",4.3 sec ,11.726
Alpina,B3,"B3 (F30 LCI, Facelift 2015)",4 sec ,11.933
Alpina,B3,"B3 (F30 LCI, Facelift 2015)",4.3 sec ,12.034
Alpina,B3,"B3 (F30 LCI, Facelift 2015)",4.1 sec ,12.232
Alpina,B3,B3 Sedan (G20),3.8 sec ,11.933
Aston Martin,DB9,DB9 Volante,5.1 sec ,11.933
Aston Martin,DB9,DB9 Volante,4.9 sec ,11.83
Aston Martin,Virage,Virage II,4.6 sec ,11.619
Acura,MDX,MDX III (facelift 2017),14.148
Acura,MDX,MDX III (facelift 2017),14.002
Acura,MDX,MDX III (facelift 2017),14.002
Alpina,B8,B8 Gran Coupe (2021),3.4 sec ,11.51
Alpina,D3,D3 Touring (E91),7.7 sec ,14.97
Alpina,D3,D3 Touring (E91),7.2 sec ,14.905
Alpina,D3,D3 Touring (E91),7.2 sec ,14.707
Alpina,B3,"B3 Sedan (G20, facelift 2023)",3.6 sec ,11.83
Alpina,B7,B7 (F02),4.7 sec ,11.83
Alpina,B7,B7 (F02),4.6 sec ,12.034
Alpina,B12,B12 (E32),6.9 sec ,13.218
Alpina,B3,B3 Touring (E46),5.8 sec ,12.964
Alpina,B3,B3 Touring (E46),6.6 sec ,12.964
Alpina,B3,B3 Touring (E46),7.2 sec ,13.621
Alpina,B3,B3 Touring (E46),6.1 sec ,13.621
Aston Martin,V8 Vantage,V8 Vantage Roadster (2018),3.7 sec ,11.054
Aston Martin,V8 Vantage,V8 Vantage Roadster (2018),3.8 sec ,11.172
